epoch;nb_episodes;r_mean;r_var;r_std
1606;1;-200.0;0.0;0.0
1608;1;-200.0;0.0;0.0
1610;1;-200.0;0.0;0.0
1612;1;-80.0;0.0;0.0
1614;1;-200.0;0.0;0.0
1616;1;-200.0;0.0;0.0
1618;1;-200.0;0.0;0.0
1620;1;-200.0;0.0;0.0
1622;1;-200.0;0.0;0.0
1624;1;-200.0;0.0;0.0
1626;1;-66.0;0.0;0.0
1628;1;-116.0;0.0;0.0
1630;1;-200.0;0.0;0.0
1632;1;-80.0;0.0;0.0
1634;1;-200.0;0.0;0.0
1636;1;-67.0;0.0;0.0
1638;1;-200.0;0.0;0.0
1640;1;-68.0;0.0;0.0
1642;1;-200.0;0.0;0.0
1644;1;-124.0;0.0;0.0
1646;1;-200.0;0.0;0.0
1648;1;-69.0;0.0;0.0
1650;1;-200.0;0.0;0.0
1652;1;-76.0;0.0;0.0
1654;1;-200.0;0.0;0.0
1656;1;-200.0;0.0;0.0
1658;1;-200.0;0.0;0.0
1660;1;-200.0;0.0;0.0
1662;1;-77.0;0.0;0.0
1664;1;-200.0;0.0;0.0
1666;1;-200.0;0.0;0.0
1668;1;-200.0;0.0;0.0
1670;1;-200.0;0.0;0.0
1672;1;-200.0;0.0;0.0
1674;1;-200.0;0.0;0.0
1676;1;-200.0;0.0;0.0
1678;1;-70.0;0.0;0.0
1680;1;-200.0;0.0;0.0
1682;1;-200.0;0.0;0.0
1684;1;-200.0;0.0;0.0
1686;1;-200.0;0.0;0.0
1688;1;-200.0;0.0;0.0
1690;1;-200.0;0.0;0.0
1692;1;-200.0;0.0;0.0
1694;1;-200.0;0.0;0.0
1696;1;-200.0;0.0;0.0
1698;1;-200.0;0.0;0.0
1700;1;-200.0;0.0;0.0
1702;1;-200.0;0.0;0.0
1704;1;-200.0;0.0;0.0
1706;1;-200.0;0.0;0.0
1708;1;-200.0;0.0;0.0
1710;1;-200.0;0.0;0.0
1712;1;-96.0;0.0;0.0
1714;1;-200.0;0.0;0.0
1716;1;-200.0;0.0;0.0
1718;1;-200.0;0.0;0.0
1720;1;-200.0;0.0;0.0
1722;1;-200.0;0.0;0.0
1724;1;-200.0;0.0;0.0
1726;1;-97.0;0.0;0.0
1728;1;-200.0;0.0;0.0
1730;1;-200.0;0.0;0.0
1732;1;-200.0;0.0;0.0
1734;1;-68.0;0.0;0.0
1736;1;-200.0;0.0;0.0
1738;1;-87.0;0.0;0.0
1740;1;-200.0;0.0;0.0
1742;1;-200.0;0.0;0.0
1744;1;-200.0;0.0;0.0
1746;1;-101.0;0.0;0.0
1748;1;-200.0;0.0;0.0
1750;1;-200.0;0.0;0.0
1752;1;-200.0;0.0;0.0
1754;1;-200.0;0.0;0.0
1756;1;-200.0;0.0;0.0
1758;1;-200.0;0.0;0.0
1760;1;-200.0;0.0;0.0
1762;1;-200.0;0.0;0.0
1764;1;-200.0;0.0;0.0
1766;1;-64.0;0.0;0.0
1768;1;-200.0;0.0;0.0
1770;1;-113.0;0.0;0.0
1772;1;-200.0;0.0;0.0
1774;1;-200.0;0.0;0.0
1776;1;-66.0;0.0;0.0
1778;1;-200.0;0.0;0.0
1780;1;-200.0;0.0;0.0
1782;1;-72.0;0.0;0.0
1784;1;-200.0;0.0;0.0
1786;1;-200.0;0.0;0.0
1788;1;-200.0;0.0;0.0
1790;1;-200.0;0.0;0.0
1792;1;-200.0;0.0;0.0
1794;1;-200.0;0.0;0.0
1796;1;-200.0;0.0;0.0
1798;1;-200.0;0.0;0.0
1800;1;-69.0;0.0;0.0
1802;1;-200.0;0.0;0.0
1804;1;-97.0;0.0;0.0
1806;1;-200.0;0.0;0.0
1808;1;-200.0;0.0;0.0
1810;1;-200.0;0.0;0.0
1812;1;-200.0;0.0;0.0
1814;1;-200.0;0.0;0.0
1816;1;-200.0;0.0;0.0
1818;1;-200.0;0.0;0.0
1820;1;-200.0;0.0;0.0
1822;1;-200.0;0.0;0.0
1824;1;-200.0;0.0;0.0
1826;1;-200.0;0.0;0.0
1828;1;-76.0;0.0;0.0
1830;1;-200.0;0.0;0.0
1832;1;-67.0;0.0;0.0
1834;1;-200.0;0.0;0.0
1836;1;-65.0;0.0;0.0
1838;1;-200.0;0.0;0.0
1840;1;-74.0;0.0;0.0
1842;1;-200.0;0.0;0.0
1844;1;-71.0;0.0;0.0
1846;1;-200.0;0.0;0.0
1848;1;-200.0;0.0;0.0
1850;1;-200.0;0.0;0.0
1852;1;-200.0;0.0;0.0
1854;1;-200.0;0.0;0.0
1856;1;-200.0;0.0;0.0
1858;1;-200.0;0.0;0.0
1860;1;-200.0;0.0;0.0
1862;1;-74.0;0.0;0.0
1864;1;-200.0;0.0;0.0
1866;1;-200.0;0.0;0.0
1868;1;-200.0;0.0;0.0
1870;1;-200.0;0.0;0.0
1872;1;-200.0;0.0;0.0
1874;1;-200.0;0.0;0.0
1876;1;-200.0;0.0;0.0
1878;1;-116.0;0.0;0.0
1880;1;-200.0;0.0;0.0
1882;1;-200.0;0.0;0.0
1884;1;-200.0;0.0;0.0
1886;1;-200.0;0.0;0.0
1888;1;-200.0;0.0;0.0
1890;1;-122.0;0.0;0.0
1892;1;-200.0;0.0;0.0
1894;1;-200.0;0.0;0.0
1896;1;-200.0;0.0;0.0
1898;1;-200.0;0.0;0.0
1900;1;-200.0;0.0;0.0
1902;1;-200.0;0.0;0.0
1904;1;-98.0;0.0;0.0
1906;1;-200.0;0.0;0.0
1908;1;-200.0;0.0;0.0
1910;1;-200.0;0.0;0.0
1912;1;-68.0;0.0;0.0
1914;1;-200.0;0.0;0.0
1916;1;-200.0;0.0;0.0
1918;1;-143.0;0.0;0.0
1920;1;-200.0;0.0;0.0
1922;1;-82.0;0.0;0.0
1924;1;-200.0;0.0;0.0
1926;1;-200.0;0.0;0.0
1928;1;-65.0;0.0;0.0
1930;1;-200.0;0.0;0.0
1932;1;-200.0;0.0;0.0
1934;1;-117.0;0.0;0.0
1936;1;-200.0;0.0;0.0
1938;1;-72.0;0.0;0.0
1940;1;-200.0;0.0;0.0
1942;1;-200.0;0.0;0.0
1944;1;-200.0;0.0;0.0
1946;1;-200.0;0.0;0.0
1948;1;-70.0;0.0;0.0
1950;1;-81.0;0.0;0.0
1952;1;-200.0;0.0;0.0
1954;1;-200.0;0.0;0.0
1956;1;-200.0;0.0;0.0
1958;1;-200.0;0.0;0.0
1960;1;-200.0;0.0;0.0
1962;1;-200.0;0.0;0.0
1964;1;-200.0;0.0;0.0
1966;1;-200.0;0.0;0.0
1968;1;-200.0;0.0;0.0
1970;1;-200.0;0.0;0.0
1972;1;-200.0;0.0;0.0
1974;1;-200.0;0.0;0.0
1976;1;-200.0;0.0;0.0
1978;1;-200.0;0.0;0.0
1980;1;-200.0;0.0;0.0
1982;1;-175.0;0.0;0.0
1984;1;-200.0;0.0;0.0
1986;1;-88.0;0.0;0.0
1988;1;-200.0;0.0;0.0
1990;1;-200.0;0.0;0.0
1992;1;-200.0;0.0;0.0
1994;1;-200.0;0.0;0.0
1996;1;-200.0;0.0;0.0
1998;1;-200.0;0.0;0.0
2000;1;-87.0;0.0;0.0
